Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Best uses (product.metafields.shopify.best-uses),Boot style (product.metafields.shopify.boot-style),Bra closure type (product.metafields.shopify.bra-closure-type),Bra coverage (product.metafields.shopify.bra-coverage),Bra features (product.metafields.shopify.bra-features),Bra strap type (product.metafields.shopify.bra-strap-type),Bra style (product.metafields.shopify.bra-style),Bra support level (product.metafields.shopify.bra-support-level),Bracelet design (product.metafields.shopify.bracelet-design),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Cup size (product.metafields.shopify.cup-size),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Earring design (product.metafields.shopify.earring-design),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Flat shoe style (product.metafields.shopify.flat-shoe-style),Footwear material (product.metafields.shopify.footwear-material),Heel height type (product.metafields.shopify.heel-height-type),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Lens polarization (product.metafields.shopify.lens-polarization),Necklace design (product.metafields.shopify.necklace-design),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),One-piece style (product.metafields.shopify.one-piece-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Ring design (product.metafields.shopify.ring-design),Sandal style (product.metafields.shopify.sandal-style),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Skirt style (product.metafields.shopify.skirt-style),Sleeve length type (product.metafields.shopify.sleeve-length-type),Sneaker style (product.metafields.shopify.sneaker-style),Swimwear features (product.metafields.shopify.swimwear-features),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / France,Price / France,Compare At Price / France,Included / Italie,Price / Italie,Compare At Price / Italie,Included / Spain,Price / Spain,Compare At Price / Spain,Status
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Bleu clair,,,S,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152926.971.png?v=1777659385,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152840.547.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Bleu clair,,,M,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152757.328.png?v=1777659385,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152840.547.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Bleu clair,,,L,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153003.205.png?v=1777659385,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152840.547.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Bleu clair,,,XL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152857.915.png?v=1777659385,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152840.547.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Bleu clair,,,XXL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152913.917.png?v=1777659385,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152840.547.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Jaune,,,XS,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152942.528.png?v=1777659386,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152926.971.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Jaune,,,S,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152810.939.png?v=1777659385,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152926.971.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Jaune,,,M,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152824.257.png?v=1777659386,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152926.971.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Jaune,,,L,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152926.971.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Jaune,,,XL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152926.971.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Jaune,,,XXL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152926.971.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Brun,,,XS,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152757.328.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Brun,,,S,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152757.328.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Brun,,,M,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152757.328.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Brun,,,L,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152757.328.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Brun,,,XL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152757.328.png?v=1777659385,kg,,,,,,,,,,,,
polo-homme-maille-a-manches-courtes-avec-motif-chevron-et-boutons,,,,,,,,,Brun,,,XXL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T152757.328.png?v=1777659385,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,Top court femme drapé à manches courtes avec encolure ronde,"<p><span class=""BZ_Pyq_fadeIn"">Ce </span><span class=""BZ_Pyq_fadeIn"">top </span><span class=""BZ_Pyq_fadeIn"">court </span><span class=""BZ_Pyq_fadeIn"">séduit </span><span class=""BZ_Pyq_fadeIn"">par </span><span class=""BZ_Pyq_fadeIn"">sa </span><span class=""BZ_Pyq_fadeIn"">silhouette </span><span class=""BZ_Pyq_fadeIn"">moderne </span><span class=""BZ_Pyq_fadeIn"">et </span><span class=""BZ_Pyq_fadeIn"">structurée </span><span class=""BZ_Pyq_fadeIn"">qui </span><span class=""BZ_Pyq_fadeIn"">met </span><span class=""BZ_Pyq_fadeIn"">en </span><span class=""BZ_Pyq_fadeIn"">valeur </span><span class=""BZ_Pyq_fadeIn"">la </span><span class=""BZ_Pyq_fadeIn"">taille </span><span class=""BZ_Pyq_fadeIn"">avec </span><span class=""BZ_Pyq_fadeIn"">subtilité. </span><span class=""BZ_Pyq_fadeIn"">Son </span><span class=""BZ_Pyq_fadeIn"">design </span><span class=""BZ_Pyq_fadeIn"">drapé </span><span class=""BZ_Pyq_fadeIn"">au </span><span class=""BZ_Pyq_fadeIn"">niveau </span><span class=""BZ_Pyq_fadeIn"">de </span><span class=""BZ_Pyq_fadeIn"">la </span><span class=""BZ_Pyq_fadeIn"">taille </span><span class=""BZ_Pyq_fadeIn"">crée </span><span class=""BZ_Pyq_fadeIn"">un </span><span class=""BZ_Pyq_fadeIn"">effet </span><span class=""BZ_Pyq_fadeIn"">ajusté </span><span class=""BZ_Pyq_fadeIn"">qui </span><span class=""BZ_Pyq_fadeIn"">souligne </span><span class=""BZ_Pyq_fadeIn"">la </span><span class=""BZ_Pyq_fadeIn"">silhouette </span><span class=""BZ_Pyq_fadeIn"">tout </span><span class=""BZ_Pyq_fadeIn"">en </span><span class=""BZ_Pyq_fadeIn"">apportant </span><span class=""BZ_Pyq_fadeIn"">du </span><span class=""BZ_Pyq_fadeIn"">relief </span><span class=""BZ_Pyq_fadeIn"">au </span><span class=""BZ_Pyq_fadeIn"">vêtement. </span></p>
<p><span class=""BZ_Pyq_fadeIn""><strong data-start=""657"" data-end=""679"">Détails du produit</strong><br data-start=""679"" data-end=""682"">• Type de produit : Top court<br data-start=""711"" data-end=""714"">• Coupe / silhouette : Coupe ajustée à la taille avec effet drapé<br data-start=""779"" data-end=""782"">• Design : Effet drapé à la taille avec volume sur le haut<br data-start=""868"" data-end=""871"">• Col / encolure : Encolure ronde<br data-start=""904"" data-end=""907"">• Manches : Manches courtes amples<br data-start=""941"" data-end=""944"">• Longueur : Courte, au-dessus de la taille</span></p>",Ceofo,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",false,Couleur,Blanc,,Taille,XS,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153249.518.png?v=1777658620,1,"",false,,,212,,adult,,,,,,,,,,,,adults,,,,,,,,,,,,,,,,white; rose; marron; black,,,,,,,,,,,,,,,rond,,,,,,,,,,,,,courte,,,female,,crop-top,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153249.518.png?v=1777658620,kg,,,true,,,true,,,true,,,draft
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Blanc,,,S,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153332.801.png?v=1777658620,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153249.518.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Blanc,,,M,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153145.785.png?v=1777658620,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153249.518.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Blanc,,,L,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153033.578.png?v=1777658621,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153249.518.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Blanc,,,XL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitled_design_-_2026-03-17T215821.886.png?v=1777658620,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153249.518.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Blanc,,,XXL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153318.923.png?v=1777658620,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153249.518.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Blanc,,,3XL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153356.261.png?v=1777658620,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153249.518.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Rose,,,XS,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153414.558.png?v=1777658620,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153332.801.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Rose,,,S,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153231.113.png?v=1777658620,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153332.801.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Rose,,,M,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153202.960.png?v=1777658620,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153332.801.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Rose,,,L,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153104.132.png?v=1777658620,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153332.801.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Rose,,,XL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153122.468.png?v=1777658620,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153332.801.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Rose,,,XXL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153332.801.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Rose,,,3XL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153332.801.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Brun,,,XS,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153145.785.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Brun,,,S,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153145.785.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Brun,,,M,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153145.785.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Brun,,,L,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153145.785.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Brun,,,XL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153145.785.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Brun,,,XXL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153145.785.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Brun,,,3XL,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153145.785.png?v=1777658620,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Noir,,,XS,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153033.578.png?v=1777658621,kg,,,,,,,,,,,,
top-court-femme-drape-a-manches-courtes-avec-encolure-ronde,,,,,,,,,Noir,,,S,,,,,,0.0,shopify,20,deny,manual,29.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/Untitleddesign-2026-03-17T153033.578.png?v=1777658621,kg,,,,,,,,,,,,
